Rk (17-18),Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Semifinals?
11,Milwaukee Bucks,22,242.3,44.7,91.6,0.488,14.6,40.5,0.361,30,51.1,0.588,17.4,22.7,0.764,10,40.5,50.5,27.4,7,6,14.8,21.1,121.4,
12,Sacramento Kings,23,240,43.7,91.6,0.477,10.7,27.6,0.388,33,64,0.516,16.5,23.7,0.694,10.4,34.8,45.2,24.9,8.4,4.3,14.4,22.8,114.7,
13,Charlotte Hornets,23,242.2,42,91.2,0.461,12,33.8,0.355,30,57.4,0.523,18.3,23.1,0.793,9.5,34.4,43.9,24.3,7.7,5.5,12,20.4,114.4,
14,Minnesota Timberwolves,24,240,39.9,90.3,0.442,10.8,29.7,0.364,29.1,60.7,0.48,18.9,23.4,0.809,11.3,32.6,43.9,23.1,9.5,5.5,13.3,19.7,109.5,
15,San Antonio Spurs,24,242.1,41,89.5,0.458,9.4,24.3,0.386,31.6,65.2,0.485,17.9,21.8,0.822,10.6,33.3,43.9,23.8,5.9,4.2,12.3,18.5,109.3,
16,Los Angeles Lakers,23,241.1,43.2,90.6,0.476,10.1,29.3,0.345,33,61.3,0.539,16.3,23,0.706,10.1,36.4,46.5,23.9,8.4,6.4,15.7,21.2,112.7,
17,Atlanta Hawks,24,240,39.5,89.3,0.442,11.1,35.3,0.314,28.4,54,0.526,17.5,23.6,0.742,10,33.5,43.5,24.4,9.1,5.9,17.8,23.5,107.6,
18,Chicago Bulls,25,243,38.4,87.5,0.439,10,29.3,0.341,28.4,58.2,0.489,16,20.4,0.781,7.6,34.4,42,22.3,7.7,4.8,14.9,20.3,102.8,
19,Orlando Magic,24,240,40.3,88.7,0.454,11.1,31.2,0.355,29.2,57.5,0.508,14.1,18.1,0.779,9.1,33.1,42.3,26,7.2,5.6,12.8,19.8,105.8,
20,Indiana Pacers,24,240,40.7,85.3,0.477,9.3,24.8,0.376,31.4,60.5,0.519,15,20.5,0.732,8.4,33.9,42.3,24.4,9.4,5.2,14.7,19.5,105.8,
21,Denver Nuggets,23,241.1,41.7,89.8,0.465,10.4,29.8,0.348,31.3,60,0.522,16.3,22,0.745,12.3,35,47.3,26.8,8.7,4.8,13.8,20.7,110.2,
22,Houston Rockets,23,242.2,38.4,85.6,0.449,14.5,42.3,0.342,24,43.3,0.553,17.9,23.9,0.747,10.8,30.2,41,21.5,8.2,6,13.9,23.4,109.2,
23,Boston Celtics,23,242.2,40.2,90.3,0.445,13,36,0.359,27.3,54.3,0.502,15.1,19.2,0.787,10.3,35.4,45.8,24.9,8.2,5.2,13.1,21.8,108.5,
24,Phoenix Suns,24,241,38.9,85.3,0.456,10.3,30.8,0.335,28.5,54.4,0.525,15,19.3,0.774,8,31.9,39.9,23.5,8,4.1,16.2,23.7,103,
25,Miami Heat,23,241.1,38.9,90,0.432,12,33.3,0.361,26.8,56.7,0.474,17.6,25.2,0.699,12.5,35,47.6,21.8,7.5,6.7,15.1,23,107.4,
26,Oklahoma City Thunder,22,240,41.9,92.8,0.451,10,31.7,0.314,31.9,61.1,0.522,17.3,24,0.72,12.7,35.9,48.6,22.5,10.4,5.8,14.1,22.5,111,
27,Dallas Mavericks,22,241.1,39.5,86,0.46,11.9,33.1,0.359,27.7,52.9,0.524,19.9,26.5,0.75,10.2,35.3,45.5,22.8,7.9,4.8,15.9,21.1,110.8,
28,Cleveland Cavaliers,23,240,38.6,87.3,0.442,8.2,23.3,0.352,30.3,64,0.474,17.2,21.5,0.8,12.1,31.9,44,19.1,6.9,2.3,13.5,21.5,102.6,
29,Detroit Pistons,21,244.8,40,92.3,0.433,11,34.2,0.323,28.9,58.1,0.498,19.2,26.1,0.737,12.7,34.7,47.3,21.4,7,3.8,13.8,23.4,110.2,
30,Memphis Grizzlies,22,244.5,38.1,83.4,0.457,10.3,27.9,0.369,27.8,55.5,0.501,18,23.7,0.758,7.5,31.8,39.3,23.7,8.9,6,12.8,22.9,104.4,
